                Time,             Y-Force,      Work integrand,                Mass,           Mass error
    0.0000000000E+00,    5.0713292516E-05,    0.0000000000E+00,    7.8053656074E-01,                  NaN
    1.5625000000E-02,   -3.3836692977E-03,   -1.0796609516E-06,    7.8053656074E-01,                  NaN
    3.1250000000E-02,   -1.3322105932E-02,   -2.2251948767E-05,    7.8053656074E-01,                  NaN
    4.6875000000E-02,   -2.9359939691E-02,   -1.0648656913E-04,    7.8053656074E-01,                  NaN
    6.2500000000E-02,   -5.2275038567E-02,   -3.3915163437E-04,    7.8053656074E-01,                  NaN
    7.8125000000E-02,   -8.3497815064E-02,   -8.5033623783E-04,    7.8053656074E-01,                  NaN
    9.3750000000E-02,   -1.2065128324E-01,   -1.7376563075E-03,    7.8053656074E-01,                  NaN
    1.0937500000E-01,   -1.6241272012E-01,   -3.1179232544E-03,    7.8053656074E-01,                  NaN
    1.2500000000E-01,   -2.1140376496E-01,   -5.2253659383E-03,    7.8053656074E-01,                  NaN
    1.4062500000E-01,   -2.6793960656E-01,   -8.2791643887E-03,    7.8053656074E-01,                  NaN
    1.5625000000E-01,   -3.2770802295E-01,   -1.2331574662E-02,    7.8053656074E-01,                  NaN
    1.7187500000E-01,   -3.8625608279E-01,   -1.7343099929E-02,    7.8053656074E-01,                  NaN
    1.8750000000E-01,   -4.4097438871E-01,   -2.3270919894E-02,    7.8053656074E-01,                  NaN
    2.0312500000E-01,   -4.8926315993E-01,   -2.9995133805E-02,    7.8053656074E-01,                  NaN
    2.1875000000E-01,   -5.2826220883E-01,   -3.7274660506E-02,    7.8053656074E-01,                  NaN
    2.3437500000E-01,   -5.5670699453E-01,   -4.4862001279E-02,    7.8053656074E-01,                  NaN
    2.5000000000E-01,   -5.7556135581E-01,   -5.2605437361E-02,    7.8053656074E-01,                  NaN
    2.6562500000E-01,   -5.8660562590E-01,   -6.0401486592E-02,    7.8053656074E-01,                  NaN
    2.8125000000E-01,   -5.9092308184E-01,   -6.8104326017E-02,    7.8053656074E-01,                  NaN
    2.9687500000E-01,   -5.8874740717E-01,   -7.5536397490E-02,    7.8053656074E-01,                  NaN
    3.1250000000E-01,   -5.8058097442E-01,   -8.2601027108E-02,    7.8053656074E-01,                  NaN
    3.2812500000E-01,   -5.6852913963E-01,   -8.9411091303E-02,    7.8053656074E-01,                  NaN
    3.4375000000E-01,   -5.5651386753E-01,   -9.6345059871E-02,    7.8053656074E-01,                  NaN
    3.5937500000E-01,   -5.4891451663E-01,   -1.0397841802E-01,    7.8053656074E-01,                  NaN
    3.7500000000E-01,   -5.4880241602E-01,   -1.1293091193E-01,    7.8053656074E-01,                  NaN
    3.9062500000E-01,   -5.5729414732E-01,   -1.2373721214E-01,    7.8053656074E-01,                  NaN
