                Time,             Y-Force,      Work integrand,                Mass,           Mass error
    0.0000000000E+00,    4.0330631146E-06,    0.0000000000E+00,    7.7943986004E-01,                  NaN
    1.5625000000E-02,   -3.3047663904E-03,   -1.6367870946E-06,    7.7943986004E-01,                  NaN
    3.1250000000E-02,   -1.3052271427E-02,   -2.4048381809E-05,    7.7943986004E-01,                  NaN
    4.6875000000E-02,   -2.9467104301E-02,   -1.1681849919E-04,    7.7943986004E-01,                  NaN
    6.2500000000E-02,   -5.2759621394E-02,   -3.6054198490E-04,    7.7943986004E-01,                  NaN
    7.8125000000E-02,   -8.2839982255E-02,   -8.6241045369E-04,    7.7943986004E-01,                  NaN
    9.3750000000E-02,   -1.1965320236E-01,   -1.7547387247E-03,    7.7943986004E-01,                  NaN
    1.0937500000E-01,   -1.6317790195E-01,   -3.1925103470E-03,    7.7943986004E-01,                  NaN
    1.2500000000E-01,   -2.1294215463E-01,   -5.3407498934E-03,    7.7943986004E-01,                  NaN
    1.4062500000E-01,   -2.6782486626E-01,   -8.3554737778E-03,    7.7943986004E-01,                  NaN
    1.5625000000E-01,   -3.2606991104E-01,   -1.2359688934E-02,    7.7943986004E-01,                  NaN
    1.7187500000E-01,   -3.8500128643E-01,   -1.7403507911E-02,    7.7943986004E-01,                  NaN
    1.8750000000E-01,   -4.4082088029E-01,   -2.3414852582E-02,    7.7943986004E-01,                  NaN
    2.0312500000E-01,   -4.8935049496E-01,   -3.0186679992E-02,    7.7943986004E-01,                  NaN
    2.1875000000E-01,   -5.2770289355E-01,   -3.7448672439E-02,    7.7943986004E-01,                  NaN
    2.3437500000E-01,   -5.5549221013E-01,   -4.4987741216E-02,    7.7943986004E-01,                  NaN
    2.5000000000E-01,   -5.7423405694E-01,   -5.2697051903E-02,    7.7943986004E-01,                  NaN
    2.6562500000E-01,   -5.8549654410E-01,   -6.0497127092E-02,    7.7943986004E-01,                  NaN
    2.8125000000E-01,   -5.8979514608E-01,   -6.8236202096E-02,    7.7943986004E-01,                  NaN
    2.9687500000E-01,   -5.8723010931E-01,   -7.5714321388E-02,    7.7943986004E-01,                  NaN
    3.1250000000E-01,   -5.7884116599E-01,   -8.2826468588E-02,    7.7943986004E-01,                  NaN
    3.2812500000E-01,   -5.6717036651E-01,   -8.9689408093E-02,    7.7943986004E-01,                  NaN
    3.4375000000E-01,   -5.5574810566E-01,   -9.6663310845E-02,    7.7943986004E-01,                  NaN
    3.5937500000E-01,   -5.4822629483E-01,   -1.0429577164E-01,    7.7943986004E-01,                  NaN
    3.7500000000E-01,   -5.4766167345E-01,   -1.1323175196E-01,    7.7943986004E-01,                  NaN
    3.9062500000E-01,   -5.5590782739E-01,   -1.2408023442E-01,    7.7943986004E-01,                  NaN
    4.0625000000E-01,   -5.7317311745E-01,   -1.3725082035E-01,    7.7943986004E-01,                  NaN
    4.2187500000E-01,   -5.9815118374E-01,   -1.5286256202E-01,    7.7943986004E-01,                  NaN
    4.3750000000E-01,   -6.2887811401E-01,   -1.7082170552E-01,    7.7943986004E-01,                  NaN
    4.5312500000E-01,   -6.6372317807E-01,   -1.9100564628E-01,    7.7943986004E-01,                  NaN
    4.6875000000E-01,   -7.0162499035E-01,   -2.1334437646E-01,    7.7943986004E-01,                  NaN
    4.8437500000E-01,   -7.4135172709E-01,   -2.3766057323E-01,    7.7943986004E-01,                  NaN
    5.0000000000E-01,   -7.8056172052E-01,   -2.6338370899E-01,    7.7943986004E-01,                  NaN
    5.1562500000E-01,   -8.1569167950E-01,   -2.8942488569E-01,    7.7943986004E-01,                  NaN
    5.3125000000E-01,   -8.4292460713E-01,   -3.1438511500E-01,    7.7943986004E-01,                  NaN
