                Time,             Y-Force,      Work integrand,                Mass,           Mass error
    0.0000000000E+00,   -7.9936057773E-15,    0.0000000000E+00,    7.8653752187E-01,                  NaN
    1.9531250000E-03,   -2.4295963242E-05,    2.0182510652E-08,    7.8653752187E-01,                  NaN
    3.9062500000E-03,   -1.4565240371E-04,    7.6624441259E-08,    7.8653752187E-01,                  NaN
    5.8593750000E-03,   -4.0554967523E-04,    1.5402632255E-07,    7.8653752187E-01,                  NaN
    7.8125000000E-03,   -8.0790646062E-04,    2.2472935096E-07,    7.8653752187E-01,                  NaN
    9.7656250000E-03,   -1.3319131564E-03,    2.5222552924E-07,    7.8653752187E-01,                  NaN
    1.1718750000E-02,   -1.9499315659E-03,    1.9526334972E-07,    7.8653752187E-01,                  NaN
    1.3671875000E-02,   -2.6422019853E-03,    8.9600665672E-09,    7.8653752187E-01,                  NaN
    1.5625000000E-02,   -3.4035801723E-03,   -3.5777555112E-07,    7.8653752187E-01,                  NaN
    1.7578125000E-02,   -4.2421482499E-03,   -9.6648122222E-07,    7.8653752187E-01,                  NaN
    1.9531250000E-02,   -5.1728444401E-03,   -1.8921462477E-06,    7.8653752187E-01,                  NaN
    2.1484375000E-02,   -6.2102465929E-03,   -3.2232093375E-06,    7.8653752187E-01,                  NaN
    2.3437500000E-02,   -7.3636487582E-03,   -5.0587794100E-06,    7.8653752187E-01,                  NaN
    2.5390625000E-02,   -8.6356345884E-03,   -7.5048374389E-06,    7.8653752187E-01,                  NaN
    2.7343750000E-02,   -1.0023569494E-02,   -1.0671453369E-05,    7.8653752187E-01,                  NaN
    2.9296875000E-02,   -1.1522477008E-02,   -1.4672181825E-05,    7.8653752187E-01,                  NaN
    3.1250000000E-02,   -1.3127744042E-02,   -1.9625495532E-05,    7.8653752187E-01,                  NaN
    3.3203125000E-02,   -1.4836703977E-02,   -2.5657155282E-05,    7.8653752187E-01,                  NaN
    3.5156250000E-02,   -1.6648914934E-02,   -3.2902210549E-05,    7.8653752187E-01,                  NaN
    3.7109375000E-02,   -1.8565514995E-02,   -4.1505793695E-05,    7.8653752187E-01,                  NaN
    3.9062500000E-02,   -2.0588242820E-02,   -5.1622610639E-05,    7.8653752187E-01,                  NaN
    4.1015625000E-02,   -2.2718610177E-02,   -6.3415613182E-05,    7.8653752187E-01,                  NaN
    4.2968750000E-02,   -2.4957461025E-02,   -7.7054534467E-05,    7.8653752187E-01,                  NaN
    4.4921875000E-02,   -2.7304910821E-02,   -9.2714809103E-05,    7.8653752187E-01,                  NaN
    4.6875000000E-02,   -2.9760523382E-02,   -1.1057707676E-04,    7.8653752187E-01,                  NaN
    4.8828125000E-02,   -3.2323562780E-02,   -1.3082718923E-04,    7.8653752187E-01,                  NaN
    5.0781250000E-02,   -3.4993211194E-02,   -1.5365651519E-04,    7.8653752187E-01,                  NaN
    5.2734375000E-02,   -3.7768713534E-02,   -1.7926235250E-04,    7.8653752187E-01,                  NaN
    5.4687500000E-02,   -4.0649456977E-02,   -2.0784833496E-04,    7.8653752187E-01,                  NaN
    5.6640625000E-02,   -4.3635007998E-02,   -2.3962478066E-04,    7.8653752187E-01,                  NaN
    5.8593750000E-02,   -4.6725122525E-02,   -2.7480894597E-04,    7.8653752187E-01,                  NaN
    6.0546875000E-02,   -4.9919734000E-02,   -3.1362514461E-04,    7.8653752187E-01,                  NaN
    6.2500000000E-02,   -5.3218921100E-02,   -3.5630470305E-04,    7.8653752187E-01,                  NaN
    6.4453125000E-02,   -5.6622862404E-02,   -4.0308577203E-04,    7.8653752187E-01,                  NaN
    6.6406250000E-02,   -6.0131792810E-02,   -4.5421307965E-04,    7.8653752187E-01,                  NaN
    6.8359375000E-02,   -6.3745978487E-02,   -5.0993775744E-04,    7.8653752187E-01,                  NaN
    7.0312500000E-02,   -6.7465720616E-02,   -5.7051735962E-04,    7.8653752187E-01,                  NaN
    7.2265625000E-02,   -7.1291385773E-02,   -6.3621612531E-04,    7.8653752187E-01,                  NaN
    7.4218750000E-02,   -7.5223448943E-02,   -7.0730543012E-04,    7.8653752187E-01,                  NaN
    7.6171875000E-02,   -7.9262529541E-02,   -7.8406428676E-04,    7.8653752187E-01,                  NaN
    7.8125000000E-02,   -8.3409403778E-02,   -8.6677972324E-04,    7.8653752187E-01,                  NaN
    8.0078125000E-02,   -8.7664986242E-02,   -9.5574690594E-04,    7.8653752187E-01,                  NaN
    8.2031250000E-02,   -9.2030284905E-02,   -1.0512689618E-03,    7.8653752187E-01,                  NaN
    8.3984375000E-02,   -9.6506341906E-02,   -1.1536565496E-03,    7.8653752187E-01,                  NaN
    8.5937500000E-02,   -1.0109417467E-01,   -1.2632272929E-03,    7.8653752187E-01,                  NaN
    8.7890625000E-02,   -1.0579472819E-01,   -1.3803051920E-03,    7.8653752187E-01,                  NaN
    8.9843750000E-02,   -1.1060884234E-01,   -1.5052200907E-03,    7.8653752187E-01,                  NaN
    9.1796875000E-02,   -1.1553723127E-01,   -1.6383071985E-03,    7.8653752187E-01,                  NaN
    9.3750000000E-02,   -1.2058046766E-01,   -1.7799066096E-03,    7.8653752187E-01,                  NaN
    9.5703125000E-02,   -1.2573896467E-01,   -1.9303627294E-03,    7.8653752187E-01,                  NaN
    9.7656250000E-02,   -1.3101295090E-01,   -2.0900235288E-03,    7.8653752187E-01,                  NaN
