                Time,             Y-Force,      Work integrand,                Mass,           Mass error
    0.0000000000E+00,    4.4408920985E-16,    0.0000000000E+00,    7.8542744471E-01,                  NaN
    3.9062500000E-03,   -2.2709424645E-04,   -6.4670797050E-09,    7.8542744471E-01,                  NaN
    7.8125000000E-03,   -8.5679032466E-04,   -1.1260112082E-07,    7.8542744471E-01,                  NaN
    1.1718750000E-02,   -1.8858279738E-03,   -5.4378156857E-07,    7.8542744471E-01,                  NaN
    1.5625000000E-02,   -3.3138516878E-03,   -1.6522417477E-06,    7.8542744471E-01,                  NaN
    1.9531250000E-02,   -5.1460084194E-03,   -3.9160606833E-06,    7.8542744471E-01,                  NaN
    2.3437500000E-02,   -7.3858767606E-03,   -7.9361821325E-06,    7.8542744471E-01,                  NaN
    2.7343750000E-02,   -1.0036643144E-02,   -1.4436113383E-05,    7.8542744471E-01,                  NaN
    3.1250000000E-02,   -1.3101762335E-02,   -2.4261849548E-05,    7.8542744471E-01,                  NaN
    3.5156250000E-02,   -1.6584405397E-02,   -3.8380448997E-05,    7.8542744471E-01,                  NaN
    3.9062500000E-02,   -2.0487437365E-02,   -5.7878675832E-05,    7.8542744471E-01,                  NaN
    4.2968750000E-02,   -2.4813841031E-02,   -8.3962804590E-05,    7.8542744471E-01,                  NaN
    4.6875000000E-02,   -2.9566411882E-02,   -1.1795709687E-04,    7.8542744471E-01,                  NaN
    5.0781250000E-02,   -3.4747325714E-02,   -1.6130065934E-04,    7.8542744471E-01,                  NaN
    5.4687500000E-02,   -4.0358240489E-02,   -2.1554495305E-04,    7.8542744471E-01,                  NaN
    5.8593750000E-02,   -4.6400567542E-02,   -2.8235224791E-04,    7.8542744471E-01,                  NaN
    6.2500000000E-02,   -5.2875488212E-02,   -3.6349341830E-04,    7.8542744471E-01,                  NaN
    6.6406250000E-02,   -5.9783799400E-02,   -4.6084445628E-04,    7.8542744471E-01,                  NaN
    7.0312500000E-02,   -6.7125799178E-02,   -5.7638229200E-04,    7.8542744471E-01,                  NaN
    7.4218750000E-02,   -7.4901201616E-02,   -7.1217989869E-04,    7.8542744471E-01,                  NaN
    7.8125000000E-02,   -8.3108987340E-02,   -8.7039989872E-04,    7.8542744471E-01,                  NaN
    8.2031250000E-02,   -9.1747249404E-02,   -1.0532869200E-03,    7.8542744471E-01,                  NaN
    8.5937500000E-02,   -1.0081317127E-01,   -1.2631603416E-03,    7.8542744471E-01,                  NaN
    8.9843750000E-02,   -1.1030312819E-01,   -1.5024082750E-03,    7.8542744471E-01,                  NaN
    9.3750000000E-02,   -1.2021277419E-01,   -1.7734815498E-03,    7.8542744471E-01,                  NaN
    9.7656250000E-02,   -1.3053707157E-01,   -2.0788864102E-03,    7.8542744471E-01,                  NaN
    1.0156250000E-01,   -1.4127036441E-01,   -2.4211767025E-03,    7.8542744471E-01,                  NaN
    1.0546875000E-01,   -1.5240650253E-01,   -2.8029465271E-03,    7.8542744471E-01,                  NaN
    1.0937500000E-01,   -1.6393875132E-01,   -3.2268204779E-03,    7.8542744471E-01,                  NaN
    1.1328125000E-01,   -1.7585915279E-01,   -3.6954347174E-03,    7.8542744471E-01,                  NaN
    1.1718750000E-01,   -1.8815734649E-01,   -4.2114043525E-03,    7.8542744471E-01,                  NaN
    1.2109375000E-01,   -2.0081937779E-01,   -4.7772816210E-03,    7.8542744471E-01,                  NaN
    1.2500000000E-01,   -2.1382726620E-01,   -5.3955189725E-03,    7.8542744471E-01,                  NaN
    1.2890625000E-01,   -2.2715984837E-01,   -6.0684535983E-03,    7.8542744471E-01,                  NaN
    1.3281250000E-01,   -2.4079479855E-01,   -6.7983225593E-03,    7.8542744471E-01,                  NaN
    1.3671875000E-01,   -2.5471110437E-01,   -7.5873033537E-03,    7.8542744471E-01,                  NaN
    1.4062500000E-01,   -2.6889090760E-01,   -8.4375589601E-03,    7.8542744471E-01,                  NaN
    1.4453125000E-01,   -2.8331961224E-01,   -9.3512541697E-03,    7.8542744471E-01,                  NaN
    1.4843750000E-01,   -2.9798351971E-01,   -1.0330506106E-02,    7.8542744471E-01,                  NaN
    1.5234375000E-01,   -3.1286493348E-01,   -1.1377240917E-02,    7.8542744471E-01,                  NaN
    1.5625000000E-01,   -3.2793556472E-01,   -1.2492953172E-02,    7.8542744471E-01,                  NaN
    1.6015625000E-01,   -3.4314990522E-01,   -1.3678400501E-02,    7.8542744471E-01,                  NaN
    1.6406250000E-01,   -3.5844065958E-01,   -1.4933301468E-02,    7.8542744471E-01,                  NaN
    1.6796875000E-01,   -3.7371806287E-01,   -1.6256123107E-02,    7.8542744471E-01,                  NaN
    1.7187500000E-01,   -3.8887394325E-01,   -1.7644034144E-02,    7.8542744471E-01,                  NaN
    1.7578125000E-01,   -4.0379003260E-01,   -1.9093060414E-02,    7.8542744471E-01,                  NaN
    1.7968750000E-01,   -4.1834878997E-01,   -2.0598423720E-02,    7.8542744471E-01,                  NaN
    1.8359375000E-01,   -4.3244433625E-01,   -2.2154994744E-02,    7.8542744471E-01,                  NaN
    1.8750000000E-01,   -4.4599120223E-01,   -2.3757762663E-02,    7.8542744471E-01,                  NaN
    1.9140625000E-01,   -4.5892934734E-01,   -2.5402226579E-02,    7.8542744471E-01,                  NaN
    1.9531250000E-01,   -4.7122497557E-01,   -2.7084642372E-02,    7.8542744471E-01,                  NaN
    1.9921875000E-01,   -4.8286767763E-01,   -2.8802100283E-02,    7.8542744471E-01,                  NaN
    2.0312500000E-01,   -4.9386509372E-01,   -3.0552448982E-02,    7.8542744471E-01,                  NaN
    2.0703125000E-01,   -5.0423652200E-01,   -3.2334110273E-02,    7.8542744471E-01,                  NaN
    2.1093750000E-01,   -5.1400675187E-01,   -3.4145840481E-02,    7.8542744471E-01,                  NaN
    2.1484375000E-01,   -5.2320102075E-01,   -3.5986491272E-02,    7.8542744471E-01,                  NaN
    2.1875000000E-01,   -5.3184153604E-01,   -3.7854808967E-02,    7.8542744471E-01,                  NaN
    2.2265625000E-01,   -5.3994559840E-01,   -3.9749293630E-02,    7.8542744471E-01,                  NaN
    2.2656250000E-01,   -5.4752508321E-01,   -4.1668122724E-02,    7.8542744471E-01,                  NaN
    2.3046875000E-01,   -5.5458690269E-01,   -4.3609132374E-02,    7.8542744471E-01,                  NaN
    2.3437500000E-01,   -5.6113405669E-01,   -4.5569843103E-02,    7.8542744471E-01,                  NaN
    2.3828125000E-01,   -5.6716693434E-01,   -4.7547514894E-02,    7.8542744471E-01,                  NaN
    2.4218750000E-01,   -5.7268460475E-01,   -4.9539216476E-02,    7.8542744471E-01,                  NaN
    2.4609375000E-01,   -5.7768590930E-01,   -5.1541894706E-02,    7.8542744471E-01,                  NaN
    2.5000000000E-01,   -5.8217023951E-01,   -5.3552431948E-02,    7.8542744471E-01,                  NaN
    2.5390625000E-01,   -5.8613796615E-01,   -5.5567683818E-02,    7.8542744471E-01,                  NaN
    2.5781250000E-01,   -5.8959057657E-01,   -5.7584496913E-02,    7.8542744471E-01,                  NaN
    2.6171875000E-01,   -5.9253066037E-01,   -5.9599714881E-02,    7.8542744471E-01,                  NaN
    2.6562500000E-01,   -5.9496192602E-01,   -6.1610188067E-02,    7.8542744471E-01,                  NaN
    2.6953125000E-01,   -5.9688940675E-01,   -6.3612803375E-02,    7.8542744471E-01,                  NaN
    2.7343750000E-01,   -5.9831992253E-01,   -6.5604545010E-02,    7.8542744471E-01,                  NaN
    2.7734375000E-01,   -5.9926273720E-01,   -6.7582584749E-02,    7.8542744471E-01,                  NaN
    2.8125000000E-01,   -5.9973023478E-01,   -6.9544386647E-02,    7.8542744471E-01,                  NaN
    2.8515625000E-01,   -5.9973838674E-01,   -7.1487801175E-02,    7.8542744471E-01,                  NaN
    2.8906250000E-01,   -5.9930681681E-01,   -7.3411122519E-02,    7.8542744471E-01,                  NaN
    2.9296875000E-01,   -5.9845838505E-01,   -7.5313091610E-02,    7.8542744471E-01,                  NaN
    2.9687500000E-01,   -5.9721837163E-01,   -7.7192844601E-02,    7.8542744471E-01,                  NaN
    3.0078125000E-01,   -5.9561349156E-01,   -7.9049826927E-02,    7.8542744471E-01,                  NaN
    3.0468750000E-01,   -5.9367106829E-01,   -8.0883710838E-02,    7.8542744471E-01,                  NaN
    3.0859375000E-01,   -5.9141870445E-01,   -8.2694363670E-02,    7.8542744471E-01,                  NaN
    3.1250000000E-01,   -5.8888470730E-01,   -8.4481911884E-02,    7.8542744471E-01,                  NaN
    3.1640625000E-01,   -5.8609936798E-01,   -8.6246931027E-02,    7.8542744471E-01,                  NaN
    3.2031250000E-01,   -5.8309698950E-01,   -8.7990766381E-02,    7.8542744471E-01,                  NaN
    3.2421875000E-01,   -5.7991835001E-01,   -8.9715957420E-02,    7.8542744471E-01,                  NaN
    3.2812500000E-01,   -5.7661311768E-01,   -9.1426707321E-02,    7.8542744471E-01,                  NaN
    3.3203125000E-01,   -5.7324164427E-01,   -9.3129313783E-02,    7.8542744471E-01,                  NaN
    3.3593750000E-01,   -5.6987558422E-01,   -9.4832465973E-02,    7.8542744471E-01,                  NaN
    3.3984375000E-01,   -5.6659692738E-01,   -9.6547319439E-02,    7.8542744471E-01,                  NaN
