Time,Y-Force,Work Integrand,Mass,Mass error
0.0,-2.220446049250313e-15,1.2705494208814505e-21,0.7847868925780568,0.0
0.001,-8.881784197001252e-16,-7.593813510680444e-14,0.7847868925780567,0.0
0.002,1.3322676295501878e-15,-2.4176886011316283e-12,0.7847868925780569,0.0
0.003,-1.3322676295501878e-15,-1.824041247973124e-11,0.7847868925780568,0.0
0.004,0.0,-7.626724884366451e-11,0.7847868925780569,0.0
0.005,8.881784197001252e-16,-2.3064349581147607e-10,0.7847868925780568,0.0
0.006,2.220446049250313e-15,-5.680051644280744e-10,0.7847868925780569,0.0
0.007,-5.329070518200751e-15,-1.2135314005306923e-9,0.7847868925780569,0.0
0.008,-2.220446049250313e-15,-2.335844696621037e-9,0.7847868925780569,0.0
0.009,0.0,-4.1506605173008675e-9,0.784786892578057,0.0
0.01,-4.884981308350689e-15,-6.92312778822644e-9,0.7847868925780571,0.0
0.011,3.1086244689504383e-15,-1.0968842434740328e-8,0.784786892578057,0.0
0.012,8.881784197001252e-16,-1.665355651764202e-8,0.7847868925780568,0.0
0.013,1.3322676295501878e-15,-2.4391644343527662e-8,0.7847868925780568,0.0
0.014,2.6645352591003757e-15,-3.464342299776312e-8,0.7847868925780569,0.0
0.015,1.3322676295501878e-15,-4.791145716173369e-8,0.7847868925780568,0.0
0.016,4.884981308350689e-15,-6.473600582988185e-8,0.784786892578057,0.0
0.017,2.220446049250313e-15,-8.568979108908564e-8,0.784786892578057,0.0
0.018,4.440892098500626e-15,-1.1137228578511193e-7,0.7847868925780568,0.0
0.019,3.552713678800501e-15,-1.4240372754029031e-7,0.7847868925780567,0.0
0.02,2.220446049250313e-15,-1.7941907089842526e-7,0.7847868925780568,0.0
0.021,1.3322676295501878e-15,-2.2306208755139625e-7,0.7847868925780569,0.0
0.022,1.7763568394002505e-15,-2.7397981672738943e-7,0.7847868925780568,0.0
0.023,3.552713678800501e-15,-3.3281755447357904e-7,0.7847868925780569,0.0
0.024,-4.440892098500626e-15,-4.002145520241602e-7,0.784786892578057,0.0
0.025,-4.440892098500626e-16,-4.7680057055224725e-7,0.7847868925780568,0.0
0.026,-8.881784197001252e-16,-5.631934129805925e-7,0.7847868925780568,0.0
0.027,2.220446049250313e-15,-6.599975239844971e-7,0.7847868925780568,0.0
0.028,4.440892098500626e-16,-7.678037177703302e-7,0.784786892578057,0.0
0.029,8.881784197001252e-16,-8.871900604224582e-7,0.7847868925780569,0.0
0.03,4.440892098500626e-15,-1.0187239005252265e-6,0.7847868925780568,0.0
0.031,-3.552713678800501e-15,-1.1629650092624677e-6,0.7847868925780568,0.0
